userid,label
1661,-1
2623105,-1
132738,-1
1017474,-1
1148547,-1
1671,-1
1672,-1
6784654,-1
1017489,3
231059,-1
263837,-1
558749,-1
1181342,-1
1607325,-1
460449,-1
1214113,-1
3245726,-1
6293158,-1
34472,-1
394921,1
427689,-1
9701039,-1
4196020,-1
1726,-1
1727,13
198336,-1
2459328,-1
329411,-1
1734,-1
132808,-1
1869513,-1
1738,-1
7440075,-1
5572300,-1
1741,-1
165586,-1
1747,-1
4785885,-1
7210725,-1
1775,-1
2754289,-1
1738483,-1
7472883,-1
100086,14
526075,-1
1378043,-1
3737341,-1
8128252,-1
34559,-1
624384,-1
853760,-1
1705730,-1
5211907,3
952068,-1
165637,-1
100102,-1
1869572,17
1869574,-1
821004,17
3344140,0
34575,-1
34587,-1
34588,-1
362267,-1
460573,-1
395039,-1
1083168,-1
591656,67
493353,34
362282,-1
853802,-1
100140,-1
34605,-1
1843,-1
165684,-1
231219,-1
1847,-1
755515,-1
460605,-1
1181505,-1
624453,-1
132937,-1
67403,-1
7440205,-1
132945,-1
165715,-1
362327,-1
1902435,-1
34660,-1
34661,-1
3868516,-1
3704679,-1
2688872,-1
460650,-1
3016559,-1
1607538,-1
1908,-1
4786038,-1
1916,-1
34686,-1
1919,-1
7669633,-1
1771394,-1
5375875,-1
1926,-1
2393990,-1
493450,-1
1607562,-1
133005,72
1574799,-1
133008,-1
231313,-1
6096783,-1
1942,-1
9930647,-1
7538587,-1
198556,-1
100256,-1
7473056,-1
2131876,-1
722853,-1
657318,-1
1963,-1
1607604,-1
1973,-1
2000821,-1
559031,-1
460728,-1
1476541,-1
493509,-1
1991,-1
919498,-1
1542097,-1
2011,-1
2013,-1
2017,-1
2019,-1
624611,-1
34790,-1
2426855,-1
7243750,-1
755695,-1
1378287,-1
1411057,73
1083381,-1
690170,-1
526340,-1
1837066,-1
559125,-1
8914967,-1
5419140,-1
395295,24
1673251,-1
6588451,-1
1968165,-1
7243811,15
1247271,-1
2820136,-1
1378345,-1
7505964,-1
2102,-1
526391,-1
624698,-1
3213370,-1
1869887,74
2114,-1
67658,-1
2124,-1
526413,-1
395349,-1
1771613,-1
2142,-1
34910,-1
67682,-1
1017958,-1
34920,-1
2155,-1
1837166,-1
1050737,-1
166003,-1
198773,-1
3475577,-1
166013,-1
6326398,3
2394239,-1
8620157,-1
1443970,-1
755843,-1
2263173,-1
100490,1
5081234,34
2199,-1
2210,-1
493731,-1
5474469,-1
1575089,48
2227,-1
329909,-1
985270,-1
9799864,-1
952508,-1
657598,75
10324159,-1
198849,-1
460993,-1
985282,-1
198852,-1
1870017,-1
198854,-1
4982981,-1
1771730,-1
5834967,-1
493786,-1
67806,-1
1771742,1
1837278,-1
5048549,-1
2279,-1
35048,-1
35050,24
395498,21
821484,-1
8718575,72
1050865,-1
362739,-1
919796,-1
493815,-1
1247485,10
2307,-1
10586375,-1
100616,-1
67849,-1
1280264,-1
1607944,-1
8521997,-1
133395,-1
690453,-1
1476889,-1
559386,-1
67868,-1
624925,-1
3901727,-1
2525474,-1
4786467,-1
461092,-1
690469,-1
35110,-1
297255,-1
1018150,-1
198953,-1
35115,-1
788780,-1
6129966,-1
6195505,-1
1968438,-1
133433,-1
231737,-1
362812,-1
2371,-1
919878,-1
493897,-1
3049802,-1
3934537,-1
2391,-1
428379,-1
297308,-1
4163938,-1
67940,-1
2787685,-1
1542508,-1
1608047,-1
3115379,76
985462,-1
395647,-1
2951555,-1
2438,-1
2440,-1
297353,-1
4360588,-1
2448,-1
7965072,-1
493981,-1
887198,-1
2001314,-1
35235,-1
723365,-1
133542,-1
2853286,-1
7473577,-1
723372,-1
68014,-1
133552,-1
2230704,-1
68019,-1
297406,-1
1935807,-1
6621632,-1
461249,-1
2755012,-1
8161733,-1
3213766,-1
330190,-1
821710,-1
1804751,-1
264665,-1
2853340,-1
821725,-1
1739232,-1
2296288,-1
461282,-1
35300,-1
199141,-1
199148,-1
2984429,-1
4917744,-1
35316,-1
133628,40
1837566,34
2565,-1
10586630,-1
2296335,-1
2577,-1
264724,-1
100889,-1
3279387,-1
2588,77
199197,-1
35365,-1
264746,-1
5376556,-1
2606,-1
2099759,-1
1051188,7
2755128,-1
4327997,-1
2230848,-1
100941,-1
2639,-1
985681,-1
723542,-1
1247831,-1
2648,-1
4131414,-1
363098,-1
3410526,-1
2525793,-1
35427,-1
461412,1
723557,-1
1903205,-1
232041,-1
35438,-1
1903214,-1
461425,-1
1542771,-1
100982,-1
35453,-1
1084032,-1
1215104,-1
35458,-1
100995,-1
690818,-1
1378945,-1
2700,-1
1542797,-1
3443341,-1
1411727,-1
35475,-1
1837732,-1
35494,-1
1280683,-1
3148469,-1
1673911,-1
1313464,76
7473854,-1
35527,-1
2296521,-1
756431,-1
527056,-1
3508945,-1
723678,0
2785,-1
2722529,-1
5802724,-1
494309,-1
494310,-1
4819687,-1
9341671,-1
68334,1
101107,-1
789235,-1
2806,-1
2624251,78
428798,-1
461567,-1
2816,-1
1870591,-1
3279620,-1
166663,44
854791,-1
2394891,-1
1805070,-1
1116952,-1
35610,-1
494363,-1
35612,-1
232221,-1
2001692,1
2525982,-1
3476255,-1
396066,-1
2231074,-1
1739557,3
559910,-1
2755369,-1
527148,-1
68403,-1
428855,-1
2875,-1
2877,-1
2394943,-1
232263,-1
4950856,-1
494410,-1
2263884,-1
2893,-1
2897,-1
2853714,-1
1641303,-1
2624343,-1
2906,-1
2908,-1
1772381,-1
68446,-1
101216,-1
2914,-1
35683,-1
3214179,-1
363369,-1
2922,-1
1608560,-1
101234,-1
35706,-1
1215360,-1
199556,-1
35720,-1
199565,-1
396179,-1
2964,-1
68500,-1
2971,-1
854943,-1
4721569,-1
2978,-1
35747,-1
494504,-1
1739688,-1
822187,-1
1870765,-1
2624430,-1
2853805,-1
1051570,-1
560051,-1
1739700,-1
5802932,-1
199606,-1
428983,-1
2460598,-1
3003,-1
1117115,-1
1084350,-1
1543104,-1
887745,49
2919365,-1
8817607,-1
101323,-1
6458316,-1
68557,-1
1051599,-1
68568,-1
3033,-1
1018841,-1
68571,-1
68572,-1
1838040,-1
3038,-1
1051614,-1
101344,-1
1903591,-1
3052,-1
3057,-1
363506,-1
396276,-1
1051637,-1
1444855,79
1903610,-1
2952191,-1
1838082,-1
1641475,-1
2886659,-1
7080962,48
1018888,-1
35856,-1
1641495,-1
2198554,19
3099,80
2690082,81
3108,-1
4852779,-1
3119,-1
265263,-1
429105,-1
887859,-1
35900,-1
232510,-1
855107,-1
429125,-1
265286,-1
101452,-1
1641550,-1
5835859,4
3156,-1
3160,-1
494689,-1
3172,-1
756837,-1
2428006,-1
2985066,-1
2329707,-1
101487,-1
68722,-1
2165877,-1
2919541,-1
4295799,-1
4197497,-1
396412,-1
6032516,-1
35978,28
3217,-1
429202,5
167060,50
35990,-1
2264215,-1
35994,-1
3227,-1
8359068,-1
1838239,-1
167072,-1
68771,-1
3017892,-1
8162467,-1
3241,-1
8129707,-1
855212,-1
3378349,25
462000,-1
2395318,10
134333,-1
68798,-1
265408,-1
789700,-1
396486,-1
4230343,-1
986315,-1
2624717,-1
2591955,-1
3285,51
560342,-1
658646,-1
3288,15
822491,-1
3293,-1
888031,-1
3300,-1
36071,-1
134383,-1
1215734,-1
494841,-1
134394,-1
3324,-1
3330,-1
3332,-1
36104,-1
3443976,-1
986378,-1
1051915,-1
1543435,-1
298254,-1
396558,-1
1871118,-1
3346,-1
36118,-1
3352,-1
3706136,-1
3354,-1
4427035,-1
3357,-1
2886942,-1
36131,-1
494884,-1
462117,-1
3673386,21
3383,-1
429371,-1
462140,-1
1051965,-1
1117499,-1
265536,-1
3393,-1
494913,82
1117507,1
331082,83
1019212,-1
396621,47
1740108,61
396623,14
36179,-1
101715,-1
2919766,-1
3345751,-1
3280217,-1
1641819,-1
6229340,-1
3422,-1
920926,-1
3425,-1
200035,-1
68967,-1
3439,-1
3442,-1
494962,52
5410164,-1
1019253,32
5868921,-1
101755,-1
494978,-1
5344642,-1
2100613,-1
3345800,-1
888204,-1
167313,-1
101779,-1
1183124,13
1379742,79
7835045,-1
363942,-1
36269,-1
3247536,-1
462266,-1
1838523,-1
134588,-1
3517,-1
658879,-1
2985407,-1
495042,-1
3523,-1
4984263,-1
1904080,-1
101842,-1
4197844,-1
167381,-1
167384,-1
3083737,-1
3214811,-1
396765,-1
2821600,-1
69089,-1
3608034,-1
69093,-1
495078,-1
1773035,-1
6163947,-1
36336,-1
298480,-1
6655473,-1
1445367,-1
3578,84
134652,-1
5311998,-1
5213708,-1
2559507,-1
3280408,-1
2428447,-1
69154,-1
265762,-1
9014820,-1
69157,-1
69166,-1
3631,-1
101937,-1
1084981,-1
3638,-1
691770,-1
3643,-1
3149379,-1
4984387,-1
5180996,-1
101959,-1
134728,-1
429645,-1
1117775,53
331344,-1
101976,-1
1379931,-1
2100830,-1
167519,-1
9637471,-1
1314412,-1
36464,-1
5639792,-1
3346034,-1
134779,-1
364158,-1
5475966,-1
102022,-1
331399,-1
495239,-1
36489,-1
3722,-1
69258,-1
69259,-1
102025,-1
298635,-1
2756234,-1
3731,-1
3734,-1
1314456,-1
1150620,-1
102045,-1
3744,-1
921249,-1
1150633,-1
102058,-1
495281,-1
2756276,-1
3769,-1
36538,-1
1216187,-1
102076,-1
331454,51
9932489,-1
3787,-1
102093,14
3799,-1
134871,-1
69341,-1
1150685,-1
233185,-1
3051234,-1
69347,-1
2232037,-1
69350,-1
659176,-1
1969897,-1
2821866,-1
3820,-1
528116,77
134902,-1
626428,-1
3840,-1
69379,-1
2559751,-1
5967627,-1
2428689,-1
7933714,-1
1216277,-1
4558613,-1
3866,-1
36636,-1
4165406,-1
36639,-1
1576740,17
36650,-1
167728,-1
2068273,-1
724786,-1
2494261,-1
69432,-1
3899,-1
3900,-1
921410,-1
7376706,-1
823108,-1
134982,-1
1380177,-1
3641183,-1
3936,-1
1019750,-1
2133863,-1
36716,-1
167790,-1
1412974,-1
429937,-1
2756467,-1
659317,-1
364406,-1
3149685,-1
69516,-1
954258,35
36763,-1
724908,-1
102326,-1
36793,-1
364473,-1
233405,-1
4031,-1
659391,-1
102337,-1
36804,-1
69573,-1
4038,-1
2035658,-1
2297802,-1
69581,-1
1413072,-1
1150929,-1
2297809,-1
5672917,-1
69591,-1
561114,-1
1871835,-1
1937372,-1
167902,-1
6361055,5
6066149,-1
233446,-1
4072,-1
1183720,-1
1445865,54
69614,-1
921585,-1
36850,-1
233458,-1
724978,-1
2428917,-1
3870708,-1
790520,-1
200699,-1
36860,-1
4092,-1
200710,-1
200714,-1
299019,-1
1413130,-1
4122,-1
4123,-1
4125,-1
1609757,-1
1085473,35
3969057,-1
2822179,-1
495653,-1
4984870,-1
167977,-1
102442,-1
8622121,-1
4526124,-1
36910,-1
36916,-1
4155,-1
1249345,-1
4163,-1
659523,-1
1740878,-1
36943,-1
4182,-1
921687,-1
36955,-1
1773659,-1
5869662,-1
4191,-1
299106,-1
102500,-1
1380452,-1
36968,-1
36971,-1
200814,-1
1249390,-1
233585,-1
364659,-1
1314939,-1
2560126,-1
4228,-1
36997,-1
626822,14
4067463,-1
888973,-1
790672,-1
299154,-1
954516,-1
4247,-1
1708191,-1
168097,22
921763,-1
1872036,51
2068645,1
4262,-1
725167,-1
561332,-1
37046,-1
4427959,-1
7770294,-1
4329657,-1
1118395,-1
2986172,-1
200906,-1
331978,66
6197452,-1
364757,-1
3903703,-1
4315,-1
135388,-1
1806556,-1
430302,-1
69862,-1
299243,-1
299244,-1
69870,-1
4362480,-1
69875,-1
69876,0
4341,-1
692469,-1
2986229,-1
37115,-1
3117308,-1
2756865,-1
3281155,-1
4356,-1
364807,-1
332046,-1
921874,-1
921876,-1
6918420,-1
1872153,-1
790812,-1
233759,-1
364837,-1
823593,-1
299308,-1
4400,-1
102706,-1
4403,-1
4404,-1
135478,-1
4428088,-1
1478969,-1
659773,-1
4034877,-1
4418,-1
1544514,-1
4591939,-1
37189,-1
332101,-1
69967,-1
4432,-1
37200,-1
266577,9
266579,55
856399,29
2101584,-1
7082322,-1
299356,-1
430430,-1
4657504,-1
4456,-1
102762,-1
1151340,6
397682,-1
5312885,-1
1315192,-1
2298234,69
3838334,-1
4723075,-1
4485,-1
4486,-1
2331016,41
4491,-1
1413517,-1
6787469,-1
70031,-1
168335,-1
332176,-1
496018,-1
2560401,-1
2199959,-1
70057,-1
6394283,-1
168364,-1
3346860,-1
102830,-1
168372,-1
135605,-1
4544,-1
299456,56
5870018,-1
1315267,-1
4549,-1
1839558,0
332231,-1
364999,-1
8491465,-1
889305,-1
4582,-1
4589,-1
4590,-1
4591,-1
889326,-1
5313007,85
233973,-1
1872377,-1
3838462,-1
1118720,-1
365067,-1
3183115,-1
2920973,-1
233999,-1
823826,-1
2069012,-1
561687,-1
791063,-1
3904024,-1
1413658,-1
3084831,-1
922146,-1
4643,-1
4657698,-1
1413672,-1
660009,-1
1118762,-1
37419,-1
1675820,-1
37423,-1
299569,-1
3346993,-1
1380916,6
397881,-1
2298431,-1
102977,-1
4854337,-1
791108,3
135753,-1
4685,-1
135757,-1
430672,-1
1577552,-1
2560594,-1
4699,-1
234080,-1
7410285,-1
7213691,-1
365182,-1
4737,-1
8884866,-1
922247,-1
4744,-1
37512,-1
856714,-1
4526730,-1
2691726,-1
889490,-1
529048,-1
1282716,-1
37533,-1
955046,-1
1905329,-1
37560,-1
430777,-1
627395,-1
332484,-1
2593475,-1
4809,-1
922330,-1
1446622,-1
299744,-1
2200293,-1
37608,-1
4133610,-1
1118961,-1
37619,-1
922358,-1
37633,-1
561921,-1
1839873,-1
2298626,-1
4920071,-1
299784,29
70411,-1
4897,-1
398114,-1
3904291,-1
299812,-1
2757414,-1
693036,2
234286,-1
4923,-1
1250112,-1
3281732,-1
1872709,-1
5673796,14
234313,-1
4940,-1
1807180,-1
4945,-1
4946,-1
1217366,-1
1446746,-1
7410526,48
791391,-1
2200419,-1
3445604,-1
1938280,-1
332651,-1
70514,-1
3773303,-1
3052408,-1
37756,-1
4996,-1
70533,-1
1774473,-1
8852363,-1
1643404,-1
1315728,-1
103313,-1
3085202,-1
4559764,-1
3904406,-1
1905560,-1
725913,-1
234395,-1
365468,-1
431003,-1
8590240,-1
37793,-1
3347365,-1
1184683,6
5116843,70
37806,-1
5039,18
1184691,6
2823091,-1
70583,-1
6427577,-1
5053,-1
7541697,-1
365506,-1
5837764,-1
1184709,-1
5063,49
8459208,-1
3347409,31
3970001,-1
5075,-1
660435,-1
398295,-1
1577946,-1
5089,-1
5090,-1
3347437,-1
562162,-1
103413,-1
1577975,-1
8950776,-1
365563,-1
7803900,-1
791550,-1
660479,-1
37890,-1
2200583,86
2298888,-1
3052559,-1
627728,-1
201746,-1
168981,-1
463893,-1
3347479,-1
6689817,-1
5148,-1
1217564,83
726053,-1
4559911,-1
5160,-1
70710,-1
332855,-1
463928,-1
5177,-1
431167,-1
5184,-1
5185,-1
5187,-1
955459,-1
7050307,-1
7471322,-1
1643594,-1
2004045,-1
5215313,-1
1807447,-1
8131671,-1
3183708,-1
3052639,-1
758883,-1
5221,-1
6952042,-1
4363373,-1
4199536,-1
4559984,-1
988276,-1
38005,-1
2561140,-1
1905784,-1
2790523,-1
463997,79
267391,-1
70785,-1
38020,-1
660612,-1
2004100,-1
660616,-1
300173,-1
332941,0
3576974,6
5267,-1
136339,-1
5269,-1
38038,-1
398484,-1
103576,81
2462872,75
3380373,-1
5477527,46
922782,-1
3773599,-1
5280,-1
627877,-1
1283239,-1
38057,-1
300205,-1
1217711,-1
136370,-1
38070,-1
398519,-1
1316023,-1
988347,-1
38076,-1
234684,-1
103618,-1
234691,-1
1643715,-1
5575878,-1
1578183,-1
955592,-1
70859,-1
136396,-1
660699,-1
431325,-1
3314913,78
529634,-1
103651,-1
1021157,0
70891,-1
136431,-1
5364,-1
70901,-1
496889,-1
791804,-1
38141,-1
955654,-1
38152,-1
1807624,-1
2462995,-1
136472,-1
4461848,-1
595226,-1
267548,-1
365854,-1
3904799,-1
3216673,-1
1447211,-1
6952237,5
5117232,-1
38195,-1
4330805,7
2397497,-1
660796,-1
103743,-1
169279,-1
136520,-1
3806539,-1
2299218,-1
1381720,61
1906012,-1
7607645,-1
5412199,-1
1971563,-1
38252,-1
8623469,-1
660846,-1
38258,-1
5491,-1
693622,-1
333174,-1
5496,-1
6690171,-1
791932,-1
38271,-1
791939,-1
136582,7
5512,-1
38281,-1
2397576,-1
1381771,6
5516,-1
234893,-1
38286,-1
7705999,-1
9508240,-1
5523,-1
791957,-1
1676695,-1
4658583,-1
5412251,-1
4560286,-1
7706014,-1
955809,-1
169379,-1
333219,-1
595364,-1
5545,-1
431537,-1
1578418,-1
431542,-1
71095,-1
431543,-1
595382,-1
1185209,-1
2004411,-1
2135481,-1
10556860,-1
2430403,-1
38349,-1
6886861,-1
1971663,-1
2004437,-1
7050716,3
5598,-1
103903,-1
1611237,52
2594278,-1
1119727,-1
1644016,-1
136689,-1
431604,-1
2233844,-1
857593,-1
1185274,25
5838333,-1
1578496,-1
300545,-1
4756998,-1
562700,-1
38415,43
398865,-1
5707281,-1
1021462,-1
824868,-1
5669,-1
169509,-1
398888,-1
136752,-1
235058,-1
366131,-1
1152567,-1
2463290,-1
464443,-1
3544635,-1
71232,-1
5704,-1
628298,-1
2987595,62
202317,-1
628304,-1
104017,-1
71252,-1
1185366,-1
661083,-1
136796,-1
497244,-1
2201179,-1
2004576,-1
4068960,-1
2922082,-1
6035040,-1
3839594,-1
1119851,-1
398958,-1
71285,-1
398969,-1
1349242,-1
2758266,-1
988805,-1
1119878,-1
104072,-1
38540,-1
464529,-1
5779,-1
2430616,-1
136861,-1
5790,-1
202399,-1
562846,-1
38562,39
1939117,-1
5807,-1
497328,-1
38581,-1
71352,-1
136888,-1
628408,-1
3839677,-1
5823,-1
2758338,-1
2594510,-1
1414864,-1
202450,-1
202452,-1
530132,-1
5846,-1
366294,-1
464600,36
1185507,-1
1775331,-1
4986602,-1
1251057,-1
694006,-1
5879,-1
5478139,37
5884,-1
7182079,38
366336,-1
38657,-1
5890,-1
202497,-1
2004738,-1
3938054,-1
1840908,-1
2004749,-1
5908,-1
1251102,-1
8984353,-1
694050,-1
923427,-1
399140,-1
562984,-1
1906475,-1
38700,-1
530223,-1
6625074,-1
5945,-1
1054523,-1
628540,-1
2398013,-1
2987839,-1
825152,1
1251136,-1
5969728,-1
4396873,-1
5965,62
5969741,-1
563024,-1
137041,-1
399191,-1
366425,-1
464733,-1
628575,-1
38754,-1
3479394,-1
268135,-1
137065,-1
5707626,-1
5995,-1
71532,-1
1775473,-1
4167544,-1
169850,-1
1021819,-1
1742714,-1
366463,-1
6017,1
333698,-1
399243,46
2135947,87
333710,-1
2725777,-1
38804,-1
3053465,-1
1644445,-1
3544993,5
890788,-1
202661,-1
2201509,-1
2430888,-1
4659113,-1
890794,-1
1644458,-1
1021876,-1
628661,-1
5576633,-1
497595,-1
2693051,-1
2987965,-1
169918,-1
399295,-1
1152958,-1
4429759,-1
1578947,-1
1185734,-1
71623,-1
464839,-1
6526920,-1
7116751,-1
1021908,-1
1120212,88
464856,-1
7673817,-1
2791386,-1
301027,-1
169961,-1
399338,65
5117932,-1
3053550,-1
1710063,-1
1644528,-1
497664,-1
169988,-1
3741710,-1
1480719,-1
333842,-1
301086,-1
825374,-1
301088,-1
8558629,-1
268329,-1
366635,-1
1808428,-1
301106,-1
6197,13
268342,-1
1022008,-1
6205,-1
170047,-1
497729,-1
38982,-1
104519,-1
890950,-1
2201672,-1
3151945,28
6221,-1
38991,-1
694352,-1
